Id,X,Y,WGS84 Web Mercator (Auxiliary Sphere) Coordinates,GPS (WGS84) (deg)  Coordinates,Latitude,Longitude,GPS Coordinates (Google Maps),Name,Address,County,EirCode,Telephone,Fax,email,Heritage Ireland Webpage,Website,"Opening Hours",Admission Charges,Facilities,Image URL,Site Type,Region,2015 Visitor Numbers
29,-1057539,6803650,"-1057539, 6803650","52.01948854154937°N, -9.500034472524748°E",52.01948854,-9.500034473,"52.01948854154937, -9.500034472524748",Muckross Traditional Farms,"Muckross Estate, Killarney National Park, Muckross, Killarney, Co. Kerry",Co. Kerry,,"+353 64 667 0165,
+353 64 667 0144",+353 64 667 0118,traditionalfarms@muckross-house.ie,www.heritageireland.ie/en/South-West/MuckrossTraditionalFarms/,http://www.muckross-house.ie/farms/intro.htm,"Apr:              Sat, Sun &
                       Bank Hols 13:00 - 18:00
May:             Daily 13:00 - 18:00
Jun - Aug:   Daily 10:00 - 18:00
Sep & Oct: Sat, Sun &
                       Bank Hols 13:00 - 18:00

Please note last admission is 1 hour before closing

Information office at Muckross House is open throughout the year

PLEASE NOTE - THIS SITE DOES NOT ACCEPT HERITAGE CARDS","Muckross Traditional Farms
Adult: EUR 9.00 
Group/Sen/Student: EUR 7.50
Child 3-18: EUR 6.00  
Family
2 Adults + 2 Children: EUR 28.00 
2 Adults + 3 Children: EUR 32.00 

Joint Ticket for House, Gardens and Traditional Farms - 
Adult: EUR 15.00 
Group/Sen/Student: EUR 13.00 
Child 3-5: EUR 6.00
Child 6-18: EUR 10.50 
Family
2 Adults+2 Children: EUR 40.00 
2 Adults+3 Children: EUR 45.00 

PLEASE NOTE - THIS SITE DOES NOT ACCEPT HERITAGE CARDS ","Toilets. Toilets for visitors with disabilities. Children's playground. Farm animals petting area. Complimentary coach transport around the site

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/MuckrossTraditionalFarms.jpg,Heritage Site,South-West,#N/A
100,-1056976,6804798.08,"-1056976, 6804798.08","52.02583489161002°N, -9.494976997375488°E",52.02583489,-9.494976997,"52.02583489161002, -9.494976997375488",Muckross Friary (Abbey),"Carrigafreaghane, Muckross Estate, Killarney National Park, Killarney, Co. Kerry",Co. Kerry,,+353 64 667 0144,+353 64 667 0116,,http://www.heritageireland.ie/en/south-west/muckrossfriary/,www.muckross-house.ie,"Access all year round, except to areas undergoing conservation works.",Free,"Public car park close to site

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/MuckrossFriary.jpg,Heritage Site,South-West,#N/A
66,-698006,7052091,"-698006, 7052091","53.37191699298531°N, -6.270294582071307°E",53.37191699,-6.270294582,"53.37191699298531, -6.270294582071307",National Botanic Gardens,Glasnevin,Dublin 9,D09 YV29,"+353 1 857 0909 (Tour Bookings)
+353 1 804 0300 (Other enquiries)",+353 1 836 0080,botanicscentre@opw.ie,www.heritageireland.ie/en/Dublin/NationalBotanicGardens/,www.botanicgardens.ie,"Every day except Christmas Day.

Summer opening hours: 
March to October: 
Monday - Friday:       09:00 - 17:00 Saturday & Sunday:  10:00 - 18:00

Winter opening hours:
November to February:
Monday - Friday:       09:00 - 16:30 Saturday & Sunday:  10.00 - 16:30

Average Length of Visit: 1.5 hours","Free admission.

Pre-booked Guided Tours - EUR 5.00, except for the free Sunday public tours. School tours are free of charge. Two public tours on weekdays: 11:30 and 15:00
 
Car parking charges:
First 15mins free
First hour EUR 1.00
Two hours EUR 2.00, 
then EUR 2.00 per hour","Audio visual of the National Botanic Gardens available on request in Irish, English, French, Spanish, Italian and German. Duration approx. 15 mins.

Restaurant / Tearooms: Open daily. Summer 09:00 - 17.00; Winter 10:00 - 16:00",http://www.heritageireland.ie/en/media/NationalBotanicGardens.jpg,Heritage Site,Dublin,"553,348"
5,-869205,7348123,"-869205, 7348123","54.929125757594385°N, -7.808201365331086°E",54.92912576,-7.808201365,"54.929125757594385, -7.808201365331086",Newmills Corn and Flax Mills,"Churchill Road, Letterkenny",Co. Donegal,F92 F205,+353 74 912 5115,+353 74 910 3353,newmills@opw.ie,www.heritageireland.ie/en/North-West/NewmillsCornandFlaxMills/,,"26 May-28 Sep 2016: Daily 10:00 - 18:00

Last Admission 45 mins before closing

Average Length of Visit: 1 hour",Free,"Exhibitions, car park, toilets, disabled toilets.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/NewmillsCornandFlaxMills.jpg,Heritage Site,North-West,"4,173"
93,-719738,7121648,"-719738, 7121648","53.743079480037714°N, -6.465516459616161°E",53.74307948,-6.46551646,"53.743079480037714, -6.465516459616161",Old Mellifont Abbey,"Tullyallen, Drogheda",Co. Louth,A92 K682,"+353 41 982 6459 (28 May - 2 Sept)

+353 41 988 0300 (Outside the above period)","+353 41 982 6053
(28 May - 2 Sept)

+353 41 982 3071
(Outside the above period)",mellifontabbey@opw.ie,www.heritageireland.ie/en/midlandseastcoast/OldMellifontAbbey/,,"26 May - 31 Aug 2016: Daily 10:00-18:00

Last admission 45 mins before closing.

Average Length of Visit: 1 hour","Adult: EUR 5.00 
Sen/Group: EUR 4.00 
Child/Student: EUR 3.00 
Family: EUR 13.00 ","Visitor Centre, exhibition, toilets, toilet for visitors with disabilities, self-guiding trail, public car / coach park, picnic area.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/OldMellifontAbbey.jpg,Heritage Site,Midlands & East Coast,"12,493"
41,-824540,6862778,"-824540, 6862778","52.345165262648294°N, -7.406968843679103°E",52.34516526,-7.406968844,"52.345165262648294, -7.406968843679103",Ormond Castle,"Castle Park, Carrick-on-Suir",Co. Tipperary,E32 CX59,+353 51 64 07 87,+353 51 64 07 87,ormondcastle@opw.ie,www.heritageireland.ie/en/South-East/OrmondCastle/,,"Please note due to essential refurbishment works, the Castle will be closed to the public during 2016 until further notice.  We apologise for any inconvenience caused.

Average Length of Visit: 1 hour","Adult: EUR 5.00 
Sen/Group: EUR 4.00 
Child/Student: EUR 3.00 
Family: EUR 13.00 ","Toilets, Public car /coach parking close to the site.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/OrmondCastle.jpg,Heritage Site,South-East,0
6,-927775,7220396,"-927775, 7220396","54.264429546394666°N, -8.33434462723989°E",54.26442955,-8.334344627,"54.264429546394666, -8.33434462723989",Parke's Castle,Fivemile Bourne,Co. Leitrim,F91 FP71,+353 71 916 4149,+353 71 916 4546,parkescastle@opw.ie,www.heritageireland.ie/en/North-West/ParkesCastle/,,"30 Mar - 18 Sep: Daily 10:00 - 18:00

Last admission 45 mins before closing  

Average Length of Visit:  1 Hour

Please note there is restricted access to the upper level while remedial works are ongoing.  Apologies for any inconvenience caused.","Adult: EUR 5.00 
Sen/Group: EUR 4.00 
Child/Student: EUR 3.00 
Family: EUR 13.00 ","Exhibitions, toilets and toilet for visitors with disabilities, public car / coach park close to the site.",http://www.heritageireland.ie/en/media/ParkesCastle.jpg,Heritage Site,North-West,"16,620"
67,-699228,7035475,"-699228, 7035475","53.28277019803304°N, -6.281271994843247°E",53.2827702,-6.281271995,"53.28277019803304, -6.281271994843247",Pearse Museum - St Enda's Park,"Grange Road, Rathfarnham",Co. Dublin,D16 Y7Y5,+353 1 493 4208,+353 1 493 6120,brian.crowley@opw.ie,www.heritageireland.ie/en/Dublin/PearseMuseum-StEndasPark/,,,Free,"Well presented Nature Study centre, self-guiding trail, toilets, car / coach park.

Restaurant/Tearooms:  Cafe open 7 days a week.
Telephone +353 1 493 9061
Seating capacity: 35 + 16 Outside Courtyard (+23 extra in mid-summer)",http://www.heritageireland.ie/en/media/PearseMuseum.jpg,Heritage Site,Dublin,"35,418"
69,-701322.27,7048284.65,"-701322.27, 7048284.65","53.35151194210514°N, -6.300085186958313°E",53.35151194,-6.300085187,"53.35151194210514, -6.300085186958313",Peoples Flower Gardens,Phoenix Park,Dublin 8,,+353 1 821 3021,+353 1 820 5584,superintendent.park@opw.ie,www.heritageireland.ie/en/Dublin/PhoenixPark-PeoplesFlowerGardens/,www.phoenixpark.ie,"Jan and Dec:    Mon-Fri 08:00 - 16:00    
                             Sat           10:30 - 16:00
                             Sun          10:00 - 16:00

Feb and Nov:  Mon-Fri 08:00 - 17:00    
                             Sat           10:30 - 17:00
                             Sun          10:00 - 17:00

Mar:                    Mon-Fri 08:00 - 18:00
                              Sat          10:30 - 18:00
                              Sun         10:00 - 18:00

Apr and Sep:    Mon-Fri 08:00 - 20:00
                              Sat           10:30 - 20:00
                              Sun          10:00 - 20:00

May and Aug:  Mon-Fri 08:00 - 21:00
                              Sat           10:30 - 21:00
                              Sun          10:00 - 21:00

Jun and Jul:      Mon-Fri 08:00 - 21:30
                              Sat           10:30 - 21:30
                              Sun          10:00 - 21:30

Oct:                      Mon-Fri 08:00 - 18:30
                               Sat          10:30 - 18:30
                               Sun         10:00 - 18:30

Average Length of Visit:  1 hour",Free,Restaurant/Tearooms:  Yes (close by),http://www.heritageireland.ie/en/media/051205%20Phoenix%20Park%20013.jpg,Heritage Site,Dublin,#N/A
68,-700908,7047682,"-700908, 7047682","53.3482803435705°N, -6.296363691616456°E",53.34828034,-6.296363692,"53.3482803435705, -6.296363691616456",Phoenix Park,Dublin 8,Co. Dublin,,+353 1 821 3021,+353 1 820 5584,superintendent.park@opw.ie,www.heritageireland.ie/en/Dublin/PhoenixPark/,www.phoenixpark.ie,"The Phoenix Park is open 24 hours a day, 7 days a week, all year round.
The Victorian Kitchen Walled Garden, beside the Phoenix Park Visitor Centre, is currently under restoration and is open daily to the public from 10:00 - 17:00.

Average Length of Visit: 3 - 4 hours",Free,"Toilets, car parking

Restaurant/Tearooms:
An Fionn Uisce Restaurant at the Phoenix Park Visitor Centre.
Tea Rooms beside the Zoological Gardens.

Bike Hire - Please click here for further details",http://www.heritageireland.ie/en/media/Phoenix%20Monument.jpg,Heritage Site,Dublin,#N/A
70,-704848.53,7050729.44,"-704848.53, 7050729.44","53.36461906889497°N, -6.33176207488177°E",53.36461907,-6.331762075,"53.36461906889497, -6.33176207488177",Phoenix Park Visitor Centre - Ashtown Castle,Phoenix Park,Dublin 8,D08 Y304,+353 1 677 0095,+353 1 672 6454,phoenixparkvisitorcentre@opw.ie,www.heritageireland.ie/en/Dublin/PhoenixParkVisitorCentre-AshtownCastle/,www.phoenixpark.ie,"Open all Year

Nov-Apr:    Wed - Sun. 09:30 - 17:30    
May - Oct:              Daily 10:00 - 17:.45

Average Length of Visit: 1 hour. 

Last admission 1 hour before closing

PLEASE NOTE THAT THE VISITOR CENTRE MAY BE CLOSED TO THE PUBLIC AT SHORT NOTICE.   WE ARE SORRY FOR ANY INCONVENIENCE THAT MAY BE CAUSED.

The Victorian Kitchen Walled Garden, beside the Visitor Centre, is under restoration and is open to the public daily from 10:00 - 17:00.",Free,"Audio Visual, Exhibitions, toilets, car/coach park

Restaurant/Tearooms: Coffee Shop and Restaurant",http://www.heritageireland.ie/en/media/PhoenixParkVisitorCentre.jpg,Heritage Site,Dublin,"141,582"
15,-915263.55,6999556.65,"-915263.55, 6999556.65","53.08942693949865°N, -8.221952319145203°E",53.08942694,-8.221952319,"53.08942693949865, -8.221952319145203",Portumna Castle and Gardens,Portumna,Co. Galway,H53 YK27,+353 90 974 1658,+353 90 974 1889,portumnacastle@opw.ie,www.heritageireland.ie/en/West/PortumnaCastleandGardens/,,"24 Mar - 15 Oct 2016 : 
Daily 09:30-18:00

16 Oct to 31 Oct 2016 : 
Weekends Only 09:30 - 17.00

Group tours available on Wednesday and Thursday by prior booking

Last admission 45 minutes before closing.

Average Length of Visit:  1 hour","Adult: EUR 5.00 
Sen/Group: EUR 4.00 
Child/Student: EUR 3.00 
Family: EUR 13.00 ","Exhibitions, gardens, public car/coach park close to site

Restaurant/Tearooms: Local 
Restaurant/Tearoom within walking distance",http://www.heritageireland.ie/en/media/060608%20Portumna%20Castle%20177%20RESIZED.png,Heritage Site,West,"14,237"
16,-925266,7133968,"-925266, 7133968","53.80848098141956°N, -8.311805896761332°E",53.80848098,-8.311805897,"53.80848098141956, -8.311805896761332",Rathcroghan - Royal Celtic Site,"Rathcroghan Visitor Centre, Cruachan Ai, Tulsk",Co Roscommon,,+353 71 963 9268,N/A,info@rathcroghan.ie,www.heritageireland.ie/en/West/Rathcroghan/,www.rathcroghan.ie,"All year: Mon - Sat   09:00 - 17:00

May - Oct:  Sunday   12:00 - 16:00
(and by appointment out of season)

Average length of visit:

Exhibition tour:  45 min - 1 hour
Site Visit:              1 hour - 1.5 hours
Combined:           2.5 hours","Exhibition: 
Adult:            EUR 7.00 
Senior:          EUR 6.00 
Student:       EUR 6.00 
Child:             EUR 3.00 
Groups 10+: EUR 4.00 

Site Tour: 
Adult:            EUR 5.00 
Senior:          EUR 4.00 
Student:       EUR 4.00 
Child:             EUR 3.00 
Groups 10+: EUR 4.50 

Combined: 
Adult:             EUR 10.00 
Senior:             EUR 8.00 
Student:          EUR 8.00 
Child:                EUR 6.00 
Groups 10+:    EUR 7.00 

Min charge of EUR 20 for site tours 
Family = 2 Adults, up to 5 children. 

Please note the OPW Heritage Card and Free Wednesdays initiative allow for free admission to the exhibition rooms only.","Full Cafe Menu and Group Dining Options, NEW Interactive Exhibition Rooms, Disability Access, Toilet Facilities, Baby Changing & Bottle warming, Child friendly, Book & Craft Shop, Maps & Equipment, AV Presentation, Presentation/Meeting Rooms. Exhibition in English. 

Rathcroghan Complex archaeological sites have limited mobility access.

Please note the OPW Heritage Card and Free Wednesdays initiative allow for free admission to the exhibition rooms only.",http://www.heritageireland.ie/en/media/Rathcroghan%20from%20South1.png,Heritage Site,West,#N/A
71,-699494,7038330,"-699494, 7038330","53.2981008634271°N, -6.283661513499005°E",53.29810086,-6.283661513,"53.2981008634271, -6.283661513499005",Rathfarnham Castle,Rathfarnham,Dublin 14,D14 K3T6,+353 1 493 9462,,rathfarnhamcastle@opw.ie,www.heritageireland.ie/en/rathfarnhamcastle/,http://www.rathfarnhamcastle.ie/,"Open All Year
Wednesday to Sunday inclusive
Open Daily 09:30 - 17:30

Last admission - 16:45
","Adult: EUR 8.00
Sen/Group: EUR 6.00
Child/Student: EUR 4.00
Family: EUR 20.00","Toilets, toilets for visitors with disabilities, passenger lift, car/coach park

A playground managed by South Dublin County Council is in the grounds of the Castle

Stuart and Chambers Tearooms open all year round
Access for visitors with disabilities
Winter opening hours: 
10.30 - 17.00 Monday - Friday. 10.00 - 17.00 Sat & Sun.
Summer opening hours: 
09.30 - 17.00 Daily
Seating capacity: 50
Telephone: + 353 1 493 9461
",http://www.heritageireland.ie/en/media/Rathfarnham%20Castle.png,Heritage Site,Dublin,"3,737"
42,-790970,6847360,"-790970, 6847360","52.26047281678102°N, -7.105404402800179°E",52.26047282,-7.105404403,"52.26047281678102, -7.105404402800179",Reginalds Tower,"Parade Quay, Waterford",Co. Waterford,X91 Y880,+353 51 30 42 20,+353 51 30 42 20,reginaldstower@opw.ie,www.heritageireland.ie/en/South-East/ReginaldsTower/,,"Open all Year
Jan - Early Mar: Wed - Sun 09:30 - 17:00
Late Mar - Mid Dec:   Daily 09:30 - 17:30

Closed for Christmas 24 Dec-6 Jan incl.

Last admissions 30 mins before closing

Average length of visit - 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibition, Audio visual presentation

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/ReginaldsTower.jpg,Heritage Site,South-East,"30,818"
97,-791122.65,6847356.79,"-791122.65, 6847356.79","52.26045515028665°N, -7.106775641441345°E",52.26045515,-7.106775641,"52.26045515028665, -7.106775641441345","Reginald's Tower - Greyfriars, The French Church","Greyfriars, Waterford",Co. Waterford,,+353 51 30 42 20,+353 51 30 42 20,reginaldstower@opw.ie,www.heritageireland.ie/en/South-East/ReginaldsTower/,,,,,,Heritage Site,South-East,"69,057"
43,-878368,6894698,"-878368, 6894698","52.51999015399301°N, -7.890513994814959°E",52.51999015,-7.890513995,"52.51999015399301, -7.890513994814959",Rock of Cashel,"St. Patrick's, Rock of Cashel, Rock Lane, Cashel",Co. Tipperary,E25 KX44,+353 62 61 437,+353 62 62 988,rockofcashel@opw.ie,www.heritageireland.ie/en/South-East/RockofCashel/,,"Open all Year:
Mid Sep - Mid Oct  Daily  9:00-17:30  Last admission at 16:45

Mid Oct - Mid Mar  Daily  9:00-16:30  Last admission at 15:45

Mid Mar - Early Jun  Daily  9:00-17:30  Last admission at 16:45

Early Jun - Mid Sep  Daily  9:00-19:00  Last admission at 18:15

PLEASE NOTE: Due to on-going conservation works, Cormac's Chapel will be closed periodically during 2016.  In addition, until further notice, access at the Rock of Cashel will be restricted.  Visitors with mobility issues are advised to check with the site prior to travelling.  The OPW apologies for any inconvenience caused.

Closed 24 to 26 December inclusive. 

Please note that all groups must be pre-booked.

Avg. Length of Visit: 1 - 1.5 hours.","Adult: EUR 8.00 
Group/Senior: EUR 6.00 
Child/Student: EUR 4.00 
Family: EUR 20.00","Public toilets and car/coach park close to site.

Credit Card Facilities available.",http://www.heritageireland.ie/en/media/RockofCashel.jpg,Heritage Site, ,"300,749"
94,-868053,6974621,"-868053, 6974621","52.954688968914894°N, -7.797852773258031°E",52.95468897,-7.797852773,"52.954688968914894, -7.797852773258031",Roscrea Heritage Centre - Roscrea Castle and Damer House,"Castle Street, Roscrea",Co. Tipperary,E53 F652,+353 505 21 850,+353 505 21 904,roscreaheritage@opw.ie,www.heritageireland.ie/en/midlandseastcoast/RoscreaHeritageCentre-RoscreaCastleandDamer/,,"24 Mar-18 Sep 2016: Daily 10:00-18:00

Last admission 45 mins before closing

Average Length of Visit: 1 Hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibitions, toilets. (Public car/coach park close to site)

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/070710%20Roscrea%20Castle%20061.jpg,Heritage Site,Midlands & East Coast,"25,715"
30,-1061036,6807587,"-1061036, 6807587","52.04124766445489°N, -9.531448558010405°E",52.04124766,-9.531448558,"52.04124766445489, -9.531448558010405",Ross Castle,"Ross Road, Killarney",Co. Kerry,V93 V304,+353 64 663 5851,+353 64 663 5852,rosscastle@opw.ie,www.heritageireland.ie/en/South-West/RossCastle/,,"11 Mar - 1 Nov 2016: 09:30 - 17:45 

Average length of visit: 1 hour

Last admission 45 mins before closing

All groups of 10 people or more must be pre-booked","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Exhibitions. Toilets and car/coach park close to site.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/RossCastle.jpg,Heritage Site,South-West,"95,785"
72,-701314,7046684,"-701314, 7046684","53.34292824566271°N, -6.30001085166998°E",53.34292825,-6.300010852,"53.34292824566271, -6.30001085166998",Royal Hospital Kilmainham,"Military Road, Kilmainham",Dublin 8,D08 FW31,+353 1 612 9900,+353 1 612 9999,info@imma.ie,www.heritageireland.ie/en/Dublin/RoyalHospitalKilmainham/,www.imma.ie,"Jul - Sep:           Tue - Fri: 11:30 - 17:30
                                        Sat: 10:00 - 17.30
Sun and Bank Holidays: 12:00 - 17:30
                                     Mon: Closed

Last Admission 17:15

Pre-booked Heritage Tours, please telephone (01) 612 9900",Free,"Facilities include gardens, bookshop, cafe (itsa@imma), wheelchair access and cloakroom.

Parking EUR 2 for the first 3 hrs, EUR 2/hour thereafter.",http://www.heritageireland.ie/en/media/COURT%20YARD.jpg,Heritage Site,Dublin,#N/A
56,-1058934.7,6915157.63,"-1058934.7, 6915157.63","52.63168245263915°N, -9.512572258945202°E",52.63168245,-9.512572259,"52.63168245263915, -9.512572258945202",Scattery Island Centre,"Shanakyle Road, Leadmore West, Kilrush (Ferry)",Co. Clare,,"+353 87 995 8427
Out of season contact number: +353 87 919 9725
",,"scatteryisland@opw.ie or 
padraig.oruairc@opw.ie 
",www.heritageireland.ie/en/ShannonRegion/ScatteryIslandCentre/,,"26 May - 31 Aug 2016: Daily 10:00-18:00 (Recommended visiting times)

Last admission 45 mins before closing

Contact local boat operator for boat departure times

Average Length of Visit: 1 - 2 hours

 For out of season arrangements and school tours please contact Padraig O Ruairc - padraig.oruairc@opw.ie",Free,"Toilets

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/ScatteryIslandCentre.jpg,Heritage Site,Shannon,"1,750"
31,-1173600,6758730,"-1173600, 6758730","51.770473252102754°N, -10.542628174426705°E",51.77047325,10.542628174426705°,"51.770473252102754, 10.542628174426705°",Sceilg Mhichil (Great Skellig Rock [Skellig Michael]),"Boats trips can be made from one of the following:
1. Ballinskelligs Pier, Baile an Sceilg (Ballinskelligs) 
2. The Marina, Portmagee
3. Knightstown Harbour, Valentia Island
4. Bunavalla Pier, Bunavalla, Caherdaniel",Co. Kerry,,"+353 1 647 6620 (National Monuments) 
+353 1 647 6000 (Visitor Services)",,info@heritageireland.ie,www.heritageireland.ie/en/South-West/SkelligMichael/,,"Guide Service Available: 
15 May-2 Oct 2016 - Weather Permitting.

At all other times this site is unmanned and visits are prohibited.

Opening arrangements are variable, depending on weather conditions.

Average Length of Visit: 2.5 hours (excluding boat trip)

PLEASE NOTE: The use of drones on Skellig Michael is not permitted.","Free of Charge

Separate charge imposed by boat operator(s).","None (Please note that there are no toilets.  Visitors are advised to carry water and to wear protective clothing)

Camping is strictly prohibited.
Restaurant/Tearooms: None

Additional Information:

Please note that access is dependent on tidal/weather conditions. Children must be strictly supervised at all times. This is a particularly vulnerable site and visitors are therefore asked to co-operate with our efforts to protect this monument. No animals are allowed on this site.",http://www.heritageireland.ie/en/media/DSC01350.JPG,Heritage Site,South-West,"12,560"
7,-942929,7221628,"-942929, 7221628","54.27089281122448°N, -8.470475325395363°E",54.27089281,-8.470475325,"54.27089281122448, -8.470475325395363",Sligo Abbey,"Abbey St., Sligo",Co. Sligo,F91 K796,+353 71 914 6406,+353 71 914 9909,sligoabbey@opw.ie,www.heritageireland.ie/en/North-West/SligoAbbey/,,"24 Mar - 12 Oct 2016: Daily 10:00-18:00

Last admission 45 mins before closing

Average length of visit: 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Small exhibition, toilets. 

Public car park close to site

Tearooms: None",http://www.heritageireland.ie/en/media/SligoAbbey.jpg,Heritage Site,North-West,"15,592"
73,-698432,7046829,"-698432, 7046829","53.34370589679392°N, -6.274121405181656°E",53.3437059,-6.274121405,"53.34370589679392, -6.274121405181656",St Audoen's Church,High Street,Dublin 8,D08 W99H,+353 1 677 0088,,staudoenschurch@opw.ie,www.heritageireland.ie/en/Dublin/StAudoensChurch/,,"21 Apr - 26 Oct 2016: Daily 09:30 - 17:30

Last admissions 16:45

Avg. Length of Visit: 45 mins - 1 hour",Free,"Facilities

Exhibition, toilets, toilets for visitors with disabilities.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/StAudoensChurch.jpg,Heritage Site,Dublin,"33,092"
74,-697921.78,7047584.53,"-697921.78, 7047584.53","53.3477576587623°N, -6.269538020939022°E",53.34775766,-6.269538021,"53.3477576587623, -6.269538020939022",St Marys Abbey Dublin,"Meetinghouse Lane, Mary's Abbey, Off Capel St.",Dublin 7,D07 P5N3,,,info@heritageireland.ie,www.heritageireland.ie/en/Dublin/StMarysAbbeyDublin/,,"CLOSED UNTIL FURTHER NOTICE.

Please email info@heritageireland.ie with any queries.",Free,Exhibition,http://www.heritageireland.ie/en/media/St.MarysAbbey.jpg,Heritage Site,Dublin,0
44,-786450,6914647,"-786450, 6914647","52.6288983056346°N, -7.064800551957976°E",52.62889831,-7.064800552,"52.6288983056346, -7.064800551957976",St Marys Church,"Main St., Gowran",Co. Kilkenny,R95 CV0Y,"+353 56 772 6894 (During open season)
+353 56 772 4623 (During closed season)",,info@heritageireland.ie,www.heritageireland.ie/en/South-East/StMarysChurchGowranCoKilkenny/,,"19 May - 31 Aug 2016: 10:00 - 17:30

Wednesday - Sunday inclusive

Last admission 45 mins before closing.

Average Length of Visit:  45 Minutes",Free,"Exhibition

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/StMarysChurch.jpg,Heritage Site,South-East,"2,634"
75,-696761,7045797,"-696761, 7045797","53.33817085723821°N, -6.259110556784019°E",53.33817086,-6.259110557,"53.33817085723821, -6.259110556784019",St Stephens Green,St. Stephen's Green,Dublin 2,,+353 1 475 7816,+353 1 475 5287,info@heritageireland.ie,www.heritageireland.ie/en/Dublin/StStephensGreen/,www.ststephensgreenpark.ie,"Open all year
Gardens Opening Times:
Mon-Sat 07:30, Sun and Holidays 09:30
Gardens Closing Times:
According to daylight hours
Open Christmas Day 10.00-13.00

Average Length of Visit: 1 - 2 hours

(Please phone  +353 1 475 7816
for exact closing times)",Free,"Playground, garden for the visually impaired.

Restaurant/Tearooms: None on site but several close by.",http://www.heritageireland.ie/en/media/StStephensGreen.jpg,Heritage Site,Dublin,#N/A
45,-882020,6865011,"-882020, 6865011","52.357417902856035°N, -7.923320468991003°E",52.3574179,-7.923320469,"52.357417902856035, -7.923320468991003",Swiss Cottage,"Kilcommon, Cahir",Co. Tipperary,E21 DX07,"+353 52 744 1144
",,swisscottage@opw.ie,www.heritageireland.ie/en/South-East/SwissCottage/,,"24 Mar to 1 Nov 2016 
Opening Times Daily - 10:00 - 18:00
Last Admission - 17:15

Admission by guided tour only.

Average Length of Visit: 1 hour","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00
Please note there are no credit and debit card facilities at this site.","Toilets (including toilet for people with disabilities) close to site.  

Public car/coach park also close to site.

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/SwissCottage.jpg,Heritage Site,South-East,"24,146"
14,-1070902.55,7054690.02,"-1070902.55, 7054690.02","53.3858441978735°N, -9.6200812846757°E",53.3858442,-9.620081285,"53.3858441978735, -9.6200812846757",Teach An Phiarsaigh (Patrick Peasrse's Cottage),"An Gort Mor, Inbhear (off R340), near Rosmuc Village (take next left after that for Rosmuc, just after Loch Oiriulach)",Co. Galway,H91 F2N5,+353 91 57 42 92,+353 91 57 48 71,tanphiarsaigh@opw.ie,www.heritageireland.ie/en/West/PatrickPearsesCottage/,,"17 Mar - 31 Dec 2016: Daily 10:00-17:00

Last admission 45 mins before closing.

Average Length of Visit:  45 minutes","Adult: EUR 5.00
Sen/Group: EUR 4.00
Child/Student: EUR 3.00
Family: EUR 13.00","Toilets (small public car parking area close to the site)

Restaurant/Tearooms: None",http://www.heritageireland.ie/en/media/PatrickPearsesCottage.jpg,Heritage Site,West,"8,946"
